Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
89470522	Arguing with Angels: Enochian Magic & Modern Occulture (SUNY Series in Western Esoteric Traditions)	1	Asprem, Egil				State University of New York Press (2012), Hardcover, 220 pages	2012					Arguing with Angels: Enochian Magic & Modern Occulture (SUNY Series in Western Esoteric Traditions) by Egil Asprem (2012)	Hardcover	220 p.						220 								Your library, Magick - General	English	English	BF1623 .E55	[1438441916]	1438441916, 9781438441917		133.4	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Witchcraft - Sorcery		1	amazon.com	[2012-09-04]			14229648				
89728085	Dr. John Dee's Spiritual Diaries: 1583-1608	1	Dee, Dr. John		Skinner, Stephen|Casaubon, Meric	Editor|Preface	Llewellyn Publications (2012), Hardcover, 666 pages	2012					Dr. John Dee's Spiritual Diaries: 1583-1608 by Dr. John Dee (2012)	Hardcover	666 p.	1 pound					666 								Your library, Magick - General	English	English	BF1598 .D5	[0738731382]	0738731382, 9780738731384	Occultism > Early works to 1900|Spiritualism > Early works to 1800	133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2012-09-11]			332958				
89728108	Combinatory Logic: Pure, Applied and Typed (Discrete Mathematics and Its Applications)	1	BimbÃ³, Katalin				Chapman and Hall/CRC (2011), Edition: 1, Hardcover, 357 pages	2011					Combinatory Logic: Pure, Applied and Typed (Discrete Mathematics and Its Applications) by Katalin BimbÃ³ (2011)	Hardcover	357 p.; 9.29 inches	1.23 pounds	9.29 inches	0.87 inches	6.3 inches	9.29 x 6.3 x 0.87 inches	357 								Your library, eBooks : Other	English			[1439800006]	1439800006, 9781439800003					1	amazon.com	[2012-09-11]			12538437				
89989907	The Probationer's Handbook	5	Mortimer, George T.				Lulu.com (2008), Paperback, 100 pages	2008					The Probationer's Handbook by George T. Mortimer (2008)	Paperback	100 p.; 8.9 inches	0.18 pounds	8.9 inches	0.47 inches	6.06 inches	8.9 x 6.06 x 0.47 inches	100 								Your library, Magick - General	English	English		[1409247163]	1409247163, 9781409247166					1	amazon.com	[2012-09-19]			7891302				
89989917	Unity Uttermost Showed!: Proceedings of the Seventh Biennial National Ordo Templi Orientis Conference	1	Orientis, Ordo Templi				CreateSpace Independent Publishing Platform (2011), Paperback, 126 pages	2011					Unity Uttermost Showed!: Proceedings of the Seventh Biennial National Ordo Templi Orientis Conference by Ordo Templi Orientis (2011)	Paperback	126 p.; 9 inches	0.45 pounds	9 inches	0.3 inches	6 inches	9 x 6 x 0.3 inches	126 								Your library, Magick - General	English	English		[1463504454]	1463504454, 9781463504458					1	amazon.com	[2012-09-19]			11593676				
89989926	Beauty and Strength: Proceedings of the Sixth Biennial National Ordo Templi Orientis Conference (Notocon)	1	Orientis, Ordo Templi		Lodge, United States Grand	Contributor	BookSurge Publishing (2009), Paperback, 216 pages	2009					Beauty and Strength: Proceedings of the Sixth Biennial National Ordo Templi Orientis Conference (Notocon) by Ordo Templi Orientis (2009)	Paperback	216 p.; 9.02 x 5.98 inches	0.65 pounds	5.98 inches	0.46 inches	9.02 inches	5.98 x 9.02 x 0.46 inches	216 								Your library, Magick - General	English	English		[143924734X]	143924734X, 9781439247341		133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2012-09-19]			8745333				
90363478	On Preserving: Essays on Preservationism and Paraconsistent Logic (Toronto Studies in Philosophy)	1	Schotch, Peter		Brown, Bryson|Jennings, Raymond	|	University of Toronto Press, Scholarly Publishing Division (2009), Edition: 1, Hardcover, 192 pages	2009					On Preserving: Essays on Preservationism and Paraconsistent Logic (Toronto Studies in Philosophy) by Peter Schotch (2009)	Hardcover	192 p.; 6.18 inches	1.01 pounds	6.18 inches	9.29 inches	0.67 inches	6.18 x 0.67 x 9.29 inches	192 								Your library, Philosophy	English		BC199 .I45	[080209838X]	080209838X, 9780802098382		160	Logic > Logic > Philosophy and Psychology		1	amazon.com	[2012-10-02]			8407114				
90548072	The Key of the Abyss	5	Testa, Anthony				Lulu.com (2006), Paperback, 360 pages	2006					The Key of the Abyss by Anthony Testa (2006)	Paperback	360 p.; 0.9 inches	1.16 pounds	0.9 inches	0.08 inches	0.6 inches	0.9 x 0.6 x 0.08 inches	360 								Your library, Magick - General	English	English		[1430301600]	1430301600, 9781430301608		200	Religion > Religion  > Religion 		1	amazon.com	[2012-10-08]			8734804				
90696009	Wormwood Star: The Magickal Life of Marjorie Cameron	1	Kansa, Spencer				Mandrake (2011), Paperback, 282 pages	2011					Wormwood Star: The Magickal Life of Marjorie Cameron by Spencer Kansa (2011)	Paperback	282 p.; 9.02 x 6 inches	0.92 pounds	6 inches	0.64 inches	9.02 inches	6 x 9.02 x 0.64 inches	282 								Your library, Magick - General	English	English	BF1997 .C36	[1906958084]	1906958084, 9781906958084					1	amazon.com	[2012-10-12]			10551274				
91678887	The Language of the Gods in the World of Men: Sanskrit, Culture, and Power in Premodern India	5	Pollock, Sheldon				University of California Press (2009), Edition: 1, Paperback, 706 pages	2009					The Language of the Gods in the World of Men: Sanskrit, Culture, and Power in Premodern India by Sheldon Pollock (2009)	Paperback	706 p.; 5.98 inches	2.08 pounds	5.98 inches	9.02 inches	1.73 inches	5.98 x 1.73 x 9.02 inches	706 								Your library, Religion - Buddhism, Hinduism	English	English	PK2907 .P65	[0520260031]	0520260031, 9780520260030		891.209	Literature > Literature of other Indo-European languages > Other Languages > Sanskrit		1	amazon.com	[2012-11-17]			1780139				
91678922	Causation and Explanation (Topics in Contemporary Philosophy)	1	Campbell, john		O'Rourke, Michael|Silverstein, Harry S.	Editor|Editor	A Bradford Book (2007), Paperback, 336 pages	2007					Causation and Explanation (Topics in Contemporary Philosophy) by john Campbell (2007)	Paperback	336 p.; 5.98 inches	1 pound	5.98 inches	9.02 inches	0.55 inches	5.98 x 0.55 x 9.02 inches	336 								Your library, Philosophy	English	English	BD541 .C193	[0262532905]	0262532905, 9780262532907		122	Causation > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2012-11-17]			4034020				
91685157	Identity in Physics: A Historical, Philosophical, and Formal Analysis	1	French, Steven		Krause, Decio		Oxford University Press, USA (2010), Edition: Reprint, Paperback, 448 pages	2010					Identity in Physics: A Historical, Philosophical, and Formal Analysis by Steven French (2010)	Paperback	448 p.; 6.14 inches	1.41 pounds	6.14 inches	9.25 inches	0.94 inches	6.14 x 0.94 x 9.25 inches	448 								Your library, Philosophy	English		QC6.4 .I34	[0199575630]	0199575630, 9780199575633		530.01	Mathematics and Science > Physics > Physics > Physics		1	amazon.com	[2012-11-17]			4861837				
92526239	Lords of the Left-Hand Path: Forbidden Practices and Spiritual Heresies	1	Ph.D., Stephen E. Flowers				Inner Traditions (2012), Edition: Reprint, Paperback, 512 pages	2012					Lords of the Left-Hand Path: Forbidden Practices and Spiritual Heresies by Stephen E. Flowers Ph.D. (2012)	Paperback	512 p.; 5.98 inches	1.76 pounds	5.98 inches	9.02 inches	1.18 inches	5.98 x 1.18 x 9.02 inches	512 								Your library, Magick - General	English	English	BF1548 .F56	[1594774676]	1594774676, 9781594774676		133.409	Biography; History By Place > Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Witchcraft - Sorcery		1	amazon.com	[2012-12-23]			249814				
92526258	The Problem of the Essential Indexical: and Other Essays	5	Perry, John				Oxford University Press, USA (1993), Hardcover, 352 pages	1993					The Problem of the Essential Indexical: and Other Essays by John Perry (1993)	Hardcover	352 p.; 9.1 inches	1.5 pounds	9.1 inches	1.1 inches	6.2 inches	9.1 x 6.2 x 1.1 inches	352 								Your library, Philosophy	English	English	B105 .M4	[0195049993]	0195049993, 9780195049992		121.68	Belief > Epistemology > Meaning, interpretation, hermeneutics > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2012-12-23]			1686700				
92526259	Four Musical Minimalists: La Monte Young, Terry Riley, Steve Reich, Philip Glass (Music in the Twentieth Century)	1	Potter, Keith				Cambridge University Press (2002), Edition: 1, Paperback, 408 pages	2002					Four Musical Minimalists: La Monte Young, Terry Riley, Steve Reich, Philip Glass (Music in the Twentieth Century) by Keith Potter (2002)	Paperback	408 p.; 6.85 inches	1.43 pounds	6.85 inches	9.72 inches	0.83 inches	6.85 x 0.83 x 9.72 inches	408 								Your library, Non-fiction - General	English	English	ML390 .P759	[0521015014]	0521015014, 9780521015011		780.92273	Arts and Recreation > Biography > Biography And History > Music > Music		1	amazon.com	[2012-12-23]			84808				
92526264	Aleister Crowley and Western Esotericism	1	Bogdan, Henrik		Starr, Martin P.	Editor	Oxford University Press, USA (2012), Paperback, 432 pages	2012					Aleister Crowley and Western Esotericism by Henrik Bogdan (2012)	Paperback	432 p.						432 								Your library, Magick - General	English	English	BF1598 .C7	[0199863091]	0199863091, 9780199863099		130.92	> > Biography > Biography And History > Parapsychology And Occultism > Philosophy and Psychology		1	amazon.com	[2012-12-23]			12475275				
92526274	Indeterminate Identity: Metaphysics and Semantics	1	Parsons, Terence				Oxford University Press, USA (2000), Hardcover, 240 pages	2000					Indeterminate Identity: Metaphysics and Semantics by Terence Parsons (2000)	Hardcover	240 p.; 5.75 inches	0.88 pounds	5.75 inches	8.9 inches	0.67 inches	5.75 x 0.67 x 8.9 inches	240 								Your library, Philosophy	English			[0198250444]	0198250444, 9780198250449		111.82	Metaphysics > Ontology > Philosophy and Psychology > Properties of being > Unity		1	amazon.com	[2012-12-23]			540338				
92539540	Philosophy of Perception: A Contemporary Introduction (Routledge Contemporary Introductions to Philosophy)	1	Fish, William				Routledge (2010), Edition: 1, Paperback, 192 pages	2010					Philosophy of Perception: A Contemporary Introduction (Routledge Contemporary Introductions to Philosophy) by William Fish (2010)	Paperback	192 p.; 6.14 inches	0.63 pounds	6.14 inches	9.25 inches	0.59 inches	6.14 x 0.59 x 9.25 inches	192 								Your library, Philosophy, eBooks : Other	English	English	B828.45 .F57	[041599912X]	041599912X, 9780415999120		121.34	Epistemology > Origin, sources, means of knowledge > Perception > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2012-12-23]			11238631				
92539548	Perception, Hallucination, and Illusion (Philosophy of Mind)	1	Fish, William				Oxford University Press, USA (2009), Edition: 1ST, Hardcover, 208 pages	2009					Perception, Hallucination, and Illusion (Philosophy of Mind) by William Fish (2009)	Hardcover	208 p.; 5.79 inches	0.77 pounds	5.79 inches	8.5 inches	0.71 inches	5.79 x 0.71 x 8.5 inches	208 								Your library, Philosophy, eBooks : Other	English			[0195381343]	0195381343, 9780195381344		121.34	Epistemology > Origin, sources, means of knowledge > Perception > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2012-12-23]			8791314				
92598020	Practical Angel Magic of Dr. John Dee's Enochian Tables: Tabularum Bonorum Angelorum Invocationes (Sourceworks of Ceremonial Magic)	1	Skinner, Stephen		Rankine, David		Llewellyn Publications (2010), Hardcover, 296 pages	2010					Practical Angel Magic of Dr. John Dee's Enochian Tables: Tabularum Bonorum Angelorum Invocationes (Sourceworks of Ceremonial Magic) by Stephen Skinner (2010)	Hardcover	296 p.; 9.8 inches	2.15 pounds	9.8 inches	1.2 inches	7 inches	9.8 x 7 x 1.2 inches	296 								Your library, Magick - General	English	English	BF1623 .E55	[0738723517]	0738723517, 9780738723518		133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2012-12-26]			4600457				
92598025	Reference and Referring (Topics in Contemporary Philosophy)	1	Kabasenche, William P.		O'Rourke, Michael|Slater, Matthew H.	Editor|Editor	The MIT Press (2012), Hardcover, 432 pages	2012					Reference and Referring (Topics in Contemporary Philosophy) by William P. Kabasenche (2012)	Hardcover	432 p.; 5.98 inches	1.55 pounds	5.98 inches	9.02 inches	0.67 inches	5.98 x 0.67 x 9.02 inches	432 								Your library, Philosophy	English	English		[0262018306]	0262018306, 9780262018302					1	amazon.com	[2012-12-26]			13342451				
92961642	The Temporary Autonomous Zone; Ontological Anarchy; Poetic Terrorism	5	Bey, Hakim				BiblioLife (2008), Hardcover, 148 pages	2008					The Temporary Autonomous Zone; Ontological Anarchy; Poetic Terrorism by Hakim Bey (2008)	Paperback	148 p.; 6.14 inches	0.86 pounds	6.14 inches	9.21 inches	0.35 inches	6.14 x 0.35 x 9.21 inches	148 								Your library, Poetry	English	English	HX833 .H35	[1434694321]	1434694321, 9781434694324	Anarchism|Deviant behavior|Government, Resistance to|deviant behavior	335.83	Anarchism > Anarchism & Syndicalism > Economics > Social Sciences  > Socialism; Communism; Fascism; Anarchism		1	amazon.com	[2013-01-08]			85121				
92961646	Yoga for Magick (Weiser Concise Guide Series)	1	Wasserman, Nancy		Wasserman, James		Red Wheel Weiser (2007), Paperback, 126 pages	2007					Yoga for Magick (Weiser Concise Guide Series) by Nancy Wasserman (2007)	Paperback	126 p.; 0.86 inches	0.35 pounds	0.86 inches	0.04 inches	0.62 inches	0.86 x 0.62 x 0.04 inches	126 								Your library, Magick - General	English	English		[1578633788]	1578633788, 9781578633784		294.5436	Hinduism > Meditations & Devotions > Other Religions > Religion  > Religions of Indic origin > Religious experience, life, practice > Yoga		1	amazon.com	[2013-01-08]			2685217				
93012162	Mindfulness in Plain English	1	Gunaratana, Venerable Henepola				Wisdom Publications (1992), Edition: 2nd, Paperback, 191 pages	1992					Mindfulness in Plain English by Venerable Henepola Gunaratana (1992)	Paperback	191 p.; 8.3 inches	0.55 pounds	8.3 inches	0.6 inches	5.4 inches	8.3 x 5.4 x 0.6 inches	191 								Your library, Religion - Buddhism, Hinduism, eBooks : Other	English	English	BQ5630 .V5	[0861710649]	0861710649, 9780861710645	Meditation > Buddhism|Meditation > buddhism|VipaÅ›yanÄ (Buddhism)|Vipaâsyanåa (Buddhism)	294.3	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2013-01-09]			61702				
93012335	Qabalah, Qliphoth and Goetic Magic	1	Karlsson, Thomas		Ketola, Timo	Illustrator	Ajna Bound (2012), Edition: Third., Paperback, 276 pages	2012					Qabalah, Qliphoth and Goetic Magic by Thomas Karlsson (2012)	Paperback	276 p.; 8.5 inches	0.9 pounds	8.5 inches	0.8 inches	5.5 inches	8.5 x 5.5 x 0.8 inches	276 								Your library, Magick - General	English			[0972182063]	0972182063, 9780972182065		133.43	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Witchcraft - Sorcery > Witchcraft and Magickal Practice		1	amazon.com	[2013-01-09]			5451528				
93069068	Dreamer of the Day: Francis Parker Yockey and the Postwar Fascist International	1	Coogan, Kevin				Autonomedia (1999), Edition: 1, Paperback, 644 pages	1999					Dreamer of the Day: Francis Parker Yockey and the Postwar Fascist International by Kevin Coogan (1999)	Paperback	644 p.; 5.98 inches	2 pounds	5.98 inches	9.02 inches	1.42 inches	5.98 x 1.42 x 9.02 inches	644 								Your library, Non-fiction - General	English		HN90 .R3	[1570270392]	1570270392, 9781570270390	Fascism > History > 20th century|Fascists > United States > Biography|Right-wing extremists > United States > Biography|Yockey, Francis Parker, 1917-1960	320.533092	Biography > Biography And History > Collectivism and fascism > Fascism > Isms > Political Science  > Political Science  > Social Sciences 		1	amazon.com	[2013-01-11]			355516				
93122698	The Language and Reality of Time	5	Sattig, Thomas				Oxford University Press, USA (2006), Edition: First Edition, Hardcover, 240 pages	2006					The Language and Reality of Time by Thomas Sattig (2006)	Hardcover	240 p.; 5.43 inches	0.92 pounds	5.43 inches	8.5 inches	0.79 inches	5.43 x 0.79 x 8.5 inches	240 								Your library, Philosophy, eBooks : Other	English	English	BD638 .S29	[0199279527]	0199279527, 9780199279524		115	Metaphysics > Philosophy and Psychology > Time		1	amazon.com	[2013-01-13]			5019716				
93201151	Kripke (Key Contemporary Thinkers)	1	Burgess, John P.				Polity (2012), Edition: 1, Paperback, 224 pages	2012					Kripke (Key Contemporary Thinkers) by John P. Burgess (2012)	Paperback	224 p.; 6.1 inches	0.8 pounds	6.1 inches	8.82 inches	0.71 inches	6.1 x 0.71 x 8.82 inches	224 								Your library, Philosophy	English			[0745652859]	0745652859, 9780745652856					1	amazon.com	[2013-01-15]			12954943				
