Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
51375547	Samatha Meditation	1	Lamrimpa, Gen; Wallace, B. Alan (Translator)				Snow Lion (1992), Paperback	1992					Samatha Meditation by Gen; Wallace Lamrimpa, B. Alan (Translator) (1992)	Paperback	148 p.; 8.66 inches	0.44 pounds	8.66 inches	0.43 inches	5.51 inches	8.66 x 5.51 x 0.43 inches	148 								Your library, Religion - Buddhism, Hinduism		Tibetan	BQ7805 .G46	[1559390069]	1559390069, 9781559390064	Buddhism > Tibet > Doctrines|Meditation > Buddhism|Åšamatha (Buddhism)	294.3	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			4563891				
51375548	Do What Thou Wilt: A Life of Aleister Crowley	1	Sutin, Lawrence				St. Martin's Press (2000), Edition: 1st, Hardcover, 448 pages	2000					Do What Thou Wilt: A Life of Aleister Crowley by Lawrence Sutin (2000)	Hardcover	448 p.; 9.62 inches	1.87 pounds	9.62 inches	1.45 inches	6.56 inches	9.62 x 6.56 x 1.45 inches	448 								Your library, Non-fiction - General, Magick - General		English	PR6005 .R7	[0312252439]	0312252439, 9780312252434	Authors, English > 20th century > Biography|Authors, English > Biography|Crowley, Aleister, 1875-1947|Occultists > Great Britain > Biography	133.092	Biography > Biography And History > Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2009-09-28]			65555				
51375549	The Book of Abramelin: A New Translation	5	Worms, Abraham Von				Nicolas Hays, Inc (2006), Hardcover, 320 pages	2006					The Book of Abramelin: A New Translation by Abraham Von Worms (2006)	Hardcover	320 p.; 9 inches	1.3 pounds	9 inches	1.3 inches	6 inches	9 x 6 x 1.3 inches	320 								Your library, Magick - General		English	BF1608 .H4	[089254127X]	089254127X, 9780892541270		133.43	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Witchcraft - Sorcery > Witchcraft and Magickal Practice		1	amazon.com	[2009-09-28]			8040813				
51375551	Enochian World of Aleister Crowley: Enochian Sex Magick	1	Crowley, Aleister				New Falcon Publications (1991), Paperback, 192 pages	1991					Enochian World of Aleister Crowley: Enochian Sex Magick by Aleister Crowley (1991)	Paperback	160 p.; 8.27 inches	0.49 pounds	8.27 inches	0.63 inches	5.35 inches	8.27 x 5.35 x 0.63 inches	160 								Your library, Magick - General		English	BF1623 .E55	[1561840297]	1561840297, 9781561840298	Enochian magic	133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2009-09-28]			66251				
51375553	An Introduction to Nonassociative Algebras	4	Schafer, Richard D.				Dover Publications (1996), Paperback, 176 pages	1996					An Introduction to Nonassociative Algebras by Richard D. Schafer (1996)	Paperback	176 p.; 8.3 inches	0.45 pounds	8.3 inches	0.4 inches	5.4 inches	8.3 x 5.4 x 0.4 inches	176 								Your library, Mathematics - Abstract Algebra		English	QA252 .S33	[0486688135]	0486688135, 9780486688138	Nonassociative algebras	512.24	Algebra > Imaginary expressions > Mathematics > Mathematics and Science > Numeric equations; Imaginary expressions		1	amazon.com	[2009-09-28]			2621952				
51375554	Kabbala: An Introduction to Jewish Mysticism and Its Secret Doctrine (Weiser Classics Series)	1	Bischoff, Erich				Weiser Books (1985), Edition: Repirnt, Paperback, 96 pages	1985					Kabbala: An Introduction to Jewish Mysticism and Its Secret Doctrine (Weiser Classics Series) by Erich Bischoff (1985)	Paperback	96 p.; 8.17 inches	0.29 pounds	8.17 inches	0.31 inches	5.32 inches	8.17 x 5.32 x 0.31 inches	96 								Your library, Religion - Judaism		German	BM526 .B5413	[0877285640]	0877285640, 9780877285649		296.16	Jewish writings > Judaism > Kabbalah > Other Religions > Religion 		1	amazon.com	[2009-09-28]			630119				
51375555	On Numbers and Games	1	Conway, John Horton				AK Peters, Ltd. (2000), Edition: 2nd, Hardcover, 242 pages	2000					On Numbers and Games by John Horton Conway (2000)	Hardcover	242 p.; 9.1 inches	1.05 pounds	9.1 inches	0.8 inches	6 inches	9.1 x 6 x 0.8 inches	242 								Your library, Mathematics - General		English	QA241 .C69	[1568811276]	1568811276, 9781568811277	Game theory|Number theory	519.3	Applied Mathematics, Probabilities > Game Theory > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			23284				
51375556	Inanna, Queen of Heaven and Earth: Her Stories and Hymns from Sumer	1	Wolkstein, Diane				Harper Perennial (1983), Edition: 1st, Paperback, 227 pages	1983					Inanna, Queen of Heaven and Earth: Her Stories and Hymns from Sumer by Diane Wolkstein (1983)	Paperback	227 p.; 8.7 inches	0.7 pounds	8.7 inches	0.8 inches	5.9 inches	8.7 x 5.9 x 0.8 inches	227 								Your library, Religion - Other Western		English	BL1616 .I5	[0060908548]	0060908548, 9780060908546	Inanna (Sumerian deity)|Inanna (Sumerian deity) > Poetry|Mythology, Sumerian	299.92	By Region/Civilization > Of Pacific or Other Ethnic Origin > Other > Other Religions > Religion 		1	amazon.com	[2009-09-28]			81901				
51375557	The Biological Basis of Teleological Concepts	5	Binswanger, Harry				Ayn Rand Institute Press (1990), Paperback, 255 pages	1990					The Biological Basis of Teleological Concepts by Harry Binswanger (1990)	Paperback							255 								Your library, Philosophy		English	BD541 .B56	[0962533602]	0962533602, 9780962533600		124	Philosophy Of Humanity > Philosophy and Psychology > Teleology		1	amazon.com	[2009-09-28]			1088823				
51375558	Reason's Traces: Identity and Interpretation in Indian and Tibetan Buddhist Thought	1	Kapstein, Matthew				Wisdom Publications (2002), Paperback, 480 pages	2002					Reason's Traces: Identity and Interpretation in Indian and Tibetan Buddhist Thought by Matthew Kapstein (2002)	Paperback	480 p.; 9 inches	1.5 pounds	9 inches	1.4 inches	6 inches	9 x 6 x 1.4 inches	480 								Your library, Religion - Buddhism, Hinduism		English	B162 K37	[0861712390]	0861712390, 9780861712397	Philosophy, Buddhist|Philosophy, Indic|Philosophy, Tibetan|Self (Philosophy) > China > Tibet > History|Self (Philosophy) > India > History|Self (Philosophy) > Tibet > History	126	Consciousness And Selfhood > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2009-09-28]			4201413				
51375559	Reason's Nearest Kin: Philosophies of Arithmetic from Kant to Carnap	1	Potter, Michael				Oxford University Press, USA (2002), Paperback, 315 pages	2002					Reason's Nearest Kin: Philosophies of Arithmetic from Kant to Carnap by Michael Potter (2002)	Paperback	315 p.; 9.24 inches	1.02 pounds	9.24 inches	0.67 inches	6.34 inches	9.24 x 6.34 x 0.67 inches	315 								Your library, Mathematics - Logic		English	QA248 .P67	[0199252610]	0199252610, 9780199252619	Arithmetic > Philosophy	160	Logic > Logic > Philosophy and Psychology		1	amazon.com	[2009-09-28]			276683				
51375560	Metaphysics, Mathematics, and Meaning: Philosophical Papers (v. 1)	1	Salmon, Nathan				Oxford University Press, USA (2006), Hardcover, 434 pages	2006					Metaphysics, Mathematics, and Meaning: Philosophical Papers (v. 1) by Nathan Salmon (2006)	Hardcover	434 p.; 9.2 inches	1.5 pounds	9.2 inches	1.3 inches	6.3 inches	9.2 x 6.3 x 1.3 inches	434 								Your library, Philosophy of Mathematics		English	BD111 .S28	[0199281769]	0199281769, 9780199281763		110	Metaphysics > Metaphysics > Philosophy and Psychology		1	amazon.com	[2009-09-28]			623863				
51375561	A Bolt of Lightning From The Blue	3	Boord, Martin J.				eition khordong (2002), Hardcover, 368 pages	2002					A Bolt of Lightning From The Blue by Martin J. Boord (2002)	Hardcover	368 p.; 9.7 inches	4.15 pounds	9.7 inches	1.3 inches	7 inches	9.7 x 7 x 1.3 inches	368 								Your library, Religion - Buddhism, Hinduism		Tibetan	BQ4890 .V33	[3936372004]	3936372004, 9783936372007					1	amazon.com	[2009-09-28]			163036				
51375563	Dakini Teachings	1	Padmasambhava				North Atlantic Books (1999), Edition: 2nd, Paperback, 222 pages	1999					Dakini Teachings by Padmasambhava (1999)	Paperback	222 p.; 8.9 inches	0.75 pounds	8.9 inches	0.71 inches	5.91 inches	8.9 x 5.91 x 0.71 inches	222 								Your library, Religion - Buddhism, Hinduism		English	BQ7662.6 .N36	[9627341363]	9627341363, 9789627341369		294	Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			163059				
51375564	Tensors, Differential Forms, and Variational Principles	1	Lovelock, David				Dover Publications (1989), Paperback, 384 pages	1989					Tensors, Differential Forms, and Variational Principles by David Lovelock (1989)	Paperback	400 p.; 8.51 inches	0.85 pounds	8.51 inches	0.73 inches	5.4 inches	8.51 x 5.4 x 0.73 inches	400 								Your library, Mathematics - General		English	QA433 .L67	[0486658406]	0486658406, 9780486658407	Calculus of tensors|Calculus of variations|Differential forms	515.63	Analysis > Mathematics > Mathematics and Science > Other Methods > Shadows; natural and artificial light		1	amazon.com	[2009-09-28]			260503				
51375565	Introduction to the Theory of Computation	1	Sipser, Michael				PWS Pub. Co. (1996), Edition: 1, Hardcover, 416 pages	1996					Introduction to the Theory of Computation by Michael Sipser (1996)	Hardcover	396 p.; 9.46 inches	1.6 pounds	9.46 inches	0.82 inches	6.34 inches	9.46 x 6.34 x 0.82 inches	396 								Your library, Mathematics - Computability Theory		English	QA267 .S56	[053494728X]	053494728X, 9780534947286	Computational complexity|Machine theory	511.3	General Principles > Logic > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			43791				
51375567	Why I Am Not a Christian and Other Essays on Religion and Related Subjects	1	Russell, Bertrand				Touchstone (1967), Paperback, 266 pages	1967					Why I Am Not a Christian and Other Essays on Religion and Related Subjects by Bertrand Russell (1967)	Paperback	266 p.; 8.1 inches	0.55 pounds	8.1 inches	1.1 inches	5.3 inches	8.1 x 5.3 x 1.1 inches	266 								Your library, Philosophy		English	BL2780 .R87	[0671203231]	0671203231, 9780671203238	Christianity > Controversial literature|Free thought|Religion|religion	211	Deism and Atheism  > Religion  > Theory		1	amazon.com	[2009-09-28]			8529				
51375568	Emptiness in the Mind-Only School of Buddhism	1	Hopkins, Jeffrey				University of California Press (2003), Edition: 1, Paperback, 542 pages	2003					Emptiness in the Mind-Only School of Buddhism by Jeffrey Hopkins (2003)	Paperback	542 p.; 8.9 inches	1.68 pounds	8.9 inches	1.42 inches	5.75 inches	8.9 x 5.75 x 1.42 inches	542 								Your library, Religion - Buddhism, Hinduism		English	BQ7950 .T754	[0520239083]	0520239083, 9780520239081	Sunyata|VijÃ±aptimÄtratÄ	294	Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			646039				
51375569	Measure Theory (Graduate Texts in Mathematics) (v. 18)	1	Halmos, Paul R.				Springer (1978), Hardcover, 304 pages	1978					Measure Theory (Graduate Texts in Mathematics) (v. 18) by Paul R. Halmos (1978)	Hardcover	324 p.; 9.3 inches	1.25 pounds	9.3 inches	0.9 inches	6.2 inches	9.3 x 6.2 x 0.9 inches	324 								Your library, Mathematics - Topology		English	QA312 .H26	[0387900888]	0387900888, 9780387900889	Measure theory|Topology	515.42	Analysis > Conic projection > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			235583				
51375570	The Great Treatise on the Stages of the Path to Enlightenment, Volume One: The Lamrim Chenmo	5	Tsong-kha-pa				Snow Lion Publications (2001), Hardcover, 220 pages	2001					The Great Treatise on the Stages of the Path to Enlightenment, Volume One: The Lamrim Chenmo by Tsong-kha-pa (2001)	Hardcover	220 p.; 9.2 inches	1.75 pounds	9.2 inches	1.6 inches	6.4 inches	9.2 x 6.4 x 1.6 inches	220 								Your library, Religion - Buddhism, Hinduism			BQ7950 .T754	[1559391529]	1559391529, 9781559391528		294.3444	Buddhism > Buddhism - practice > Meditation > Other Religions > Personal Spiritual Path and Practice > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			308490				
51375571	The Lesser Key of Solomon	5	Peterson, Joseph H.				Weiser Books (2001), Hardcover, 320 pages	2001					The Lesser Key of Solomon by Joseph H. Peterson (2001)	Hardcover	320 p.; 10.1 inches	1.3 pounds	10.1 inches	1 inch	6.9 inches	10.1 x 6.9 x 1 inches	320 								Your library, Magick - General		English	BF1601 .C4313	[157863220X]	157863220X, 9781578632206	Magic > Early works to 1800|Magic, Jewish > Early works to 1800	133.43	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Witchcraft - Sorcery > Witchcraft and Magickal Practice		1	amazon.com	[2009-09-28]			327692				
51375572	Dependent-Arising and Emptiness: A Tibetan Buddhist Interpretation of Madhyamika Philosophy	1	Napper, Elizabeth				Wisdom Publications (2003), Edition: 2nd, Paperback, 868 pages	2003					Dependent-Arising and Emptiness: A Tibetan Buddhist Interpretation of Madhyamika Philosophy by Elizabeth Napper (2003)	Paperback	868 p.; 8.43 inches	1.68 pounds	8.43 inches	1.5 inches	5.04 inches	8.43 x 5.04 x 1.5 inches	868 								Your library, Religion - Buddhism, Hinduism			BQ7950 .T754	[0861713648]	0861713648, 9780861713646		294	Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			308346				
51375573	Gottlob Frege: Foundations of Arithmetic (Longman Library of Primary Sources in Philosophy)	1	Frege, Gottlob				Longman (2007), Paperback, 144 pages	2007					Gottlob Frege: Foundations of Arithmetic (Longman Library of Primary Sources in Philosophy) by Gottlob Frege (2007)	Paperback	144 p.; 8.1 inches	0.3 pounds	8.1 inches	0.5 inches	5.4 inches	8.1 x 5.4 x 0.5 inches	144 								Your library, Mathematics - Logic		German	QA9 .F7514	[0321241894]	0321241894, 9780321241894	Arithmetic > Foundations|Number concept	513	Arithmetic > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			5641				
51375574	Resurrecting Candrakirti: Disputes in the Tibetan Creation of Prasangika (Studies in Indian and Tibetan Buddhism)	1	Vose, Kevin A.				Wisdom Publications (2009), Paperback, 360 pages	2009					Resurrecting Candrakirti: Disputes in the Tibetan Creation of Prasangika (Studies in Indian and Tibetan Buddhism) by Kevin A. Vose (2009)	Paperback	360 p.; 8.9 inches	1 pound	8.9 inches	0.9 inches	5.9 inches	8.9 x 5.9 x 0.9 inches	360 								Your library, Religion - Buddhism, Hinduism, Google eBooks		English	BQ7479.8 .C347	[0861715209]	0861715209, 9780861715206		294.392092	Buddhism > Buddhism - guides  > Mahayana Buddhism  > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			8103221				
51375575	Basic Proof Theory (Cambridge Tracts in Theoretical Computer Science)	1	Troelstra, A. S.				Cambridge University Press (2000), Edition: 2, Paperback, 432 pages	2000					Basic Proof Theory (Cambridge Tracts in Theoretical Computer Science) by A. S. Troelstra (2000)	Paperback	432 p.; 8.82 inches	1.54 pounds	8.82 inches	1.26 inches	6.06 inches	8.82 x 6.06 x 1.26 inches	432 								Your library, Mathematics - Proof Theory			QA9.54 .T76	[0521779111]	0521779111, 9780521779111		511.3	General Principles > Logic > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			1532690				
51375576	The Tantric Body: The Secret Tradition of Hindu Religion	5	Flood, Gavin				I. B. Tauris (2005), Paperback, 250 pages	2005					The Tantric Body: The Secret Tradition of Hindu Religion by Gavin Flood (2005)	Paperback	250 p.; 8.35 inches	0.71 pounds	8.35 inches	0.87 inches	5.43 inches	8.35 x 5.43 x 0.87 inches	250 								Your library, Religion - Buddhism, Hinduism				[1845110129]	1845110129, 9781845110123		294.5514	Early Movements > Hinduism > Other Religions > Religion  > Religions of Indic origin > Sects and Movements > Shaktaism; Tantra		1	amazon.com	[2009-09-28]			5196300				
51375578	FutureRitual	1	Farber, Philip H.				Eschaton Productions Inc. (1995), Edition: illustrated edition, Paperback, 131 pages	1995					FutureRitual by Philip H. Farber (1995)	Paperback	131 p.; 8.8 inches	0.5 pounds	8.8 inches	0.4 inches	5.9 inches	8.8 x 5.9 x 0.4 inches	131 								Your library, Magick - General		English		[1573531073]	1573531073, 9781573531078		133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2009-09-28]			132060				
51375579	Saul Kripke (Philosophy Now (McGill-Queen's))	1	Fitch, G. W.				McGill-Queen's University Press (2005), Paperback, 272 pages	2005					Saul Kripke (Philosophy Now (McGill-Queen's)) by G. W. Fitch (2005)	Paperback	272 p.; 8.5 inches	0.62 pounds	8.5 inches	0.47 inches	5.43 inches	8.5 x 5.43 x 0.47 inches	272 								Your library, Philosophy, Series: Philosophy Now			B945 .K794	[0773528857]	0773528857, 9780773528857		100	General Philosophy > Philosophy > Philosophy and Psychology		1	amazon.com	[2009-09-28]			156837				
51581652	The Unprovability of Consistency: An Essay in Modal Logic	5	Boolos, George				Cambridge University Press (2009), Edition: 1, Paperback, 196 pages	2009					The Unprovability of Consistency: An Essay in Modal Logic by George Boolos (2009)	Paperback	196 p.; 8.43 inches	0.53 pounds	8.43 inches	0.63 inches	5.51 inches	8.43 x 5.51 x 0.63 inches	196 							Set Theory	Your library, Mathematics - Set Theory	English	English	BC199 .M6 B66	[0521092973]	0521092973, 9780521092975		511	General Principles > Mathematics > Mathematics and Science		1	amazon.com	[2009-10-03]			1600101				
51582133	Godel's Theorem Simplified	1	Gensler, Harry J.				University Press of America (1984), Paperback, 88 pages	1984					Godel's Theorem Simplified by Harry J. Gensler (1984)	Paperback	88 p.; 8.5 inches	0.31 pounds	8.5 inches	0.39 inches	5.43 inches	8.5 x 5.43 x 0.39 inches	88 							Set Theory	Your library, Mathematics - Logic, Mathematics - Set Theory	English			[081913869X]	081913869X, 9780819138699		511.3	General Principles > Logic > Mathematics > Mathematics and Science		1	amazon.com	[2009-10-03]			7750316				
51676426	Memoirs of a Proof Theorist: Godel and Other Logicians	1	Takeuti, Gaisi		Passell, Nicholas|Yasugi, Mariko	|	World Scientific Publishing Company (2003), Edition: Revised, Hardcover, 156 pages	2003					Memoirs of a Proof Theorist: Godel and Other Logicians by Gaisi Takeuti (2003)	Hardcover	156 p.; 9.4 inches	0.77 pounds	9.4 inches	0.52 inches	6.02 inches	9.4 x 6.02 x 0.52 inches	156 								Your library, Mathematics - Logic, Mathematics - History, Mathematics - Proof Theory	English			[9812382798]	9812382798, 9789812382795		500	General Science > General Science > Mathematics and Science		1	amazon.com	[2009-10-06]			8776316				
51676459	Group Theory	1	Scott, W. R.				Dover Publications (1987), Edition: Reprint, Paperback, 512 pages	1987					Group Theory by W. R. Scott (1987)	Paperback	512 p.; 8.4 inches	1.1 pounds	8.4 inches	0.8 inches	5.9 inches	8.4 x 5.9 x 0.8 inches	512 								Your library, Mathematics - Group Theory	English	English	QA171 .S42	[0486653773]	0486653773, 9780486653778	Group theory	512.22	Algebra > Higher numeric equations > Mathematics > Mathematics and Science > Numeric equations; Imaginary expressions		1	amazon.com	[2009-10-06]			378963				
51934122	Unbounded Wholeness: Dzogchen, Bon, and the Logic of the Nonconceptual	1	Klein, Anne Carolyn		Rinpoche, Geshe Tenzin Wangyal		Oxford University Press, USA (2006), Paperback, 424 pages	2006					Unbounded Wholeness: Dzogchen, Bon, and the Logic of the Nonconceptual by Anne Carolyn Klein (2006)	Paperback	424 p.; 9.1 inches	1.35 pounds	9.1 inches	1.2 inches	6.1 inches	9.1 x 6.1 x 1.2 inches	424 								Your library, Religion - Buddhism, Hinduism	English	Tibetan	BQ7980.5 .G84	[0195178505]	0195178505, 9780195178500	Rdzogs-chen > Bon (Tibetan religion)	299.54	By Region/Civilization > Of Asian Origin > Other Religions > Religion  > Religions of Tibetan Origin		1	amazon.com	[2009-10-13]			2058931				
51934128	Elementary Number Theory	1	Jones, Gareth A.		Jones, Josephine M.		Springer (1998), Edition: Corrected, Paperback, 200 pages	1998					Elementary Number Theory by Gareth A. Jones (1998)	Paperback	200 p.; 9.21 inches	0.97 pounds	9.21 inches	0.94 inches	6.14 inches	9.21 x 6.14 x 0.94 inches	200 								Your library, Mathematics - Number Theory	English	English	QA241 .J62	[3540761977]	3540761977, 9783540761976		512.7	Algebra > Involution and evolution > Mathematics > Mathematics and Science		1	amazon.com	[2009-10-13]			1022399				
51934133	On Kripke (Wadsworth Philosophers)	1	Preti, Consuelo				Wadsworth Publishing (2002), Edition: 1, Paperback, 112 pages	2002					On Kripke (Wadsworth Philosophers) by Consuelo Preti (2002)	Paperback	96 p.; 8.54 inches	0.42 pounds	8.54 inches	0.34 inches	5.84 inches	8.54 x 5.84 x 0.34 inches	96 								Your library, Philosophy	English		B945 .K794	[0534583660]	0534583660, 9780534583668		109	Biography; History By Place > Philosophy > Philosophy and Psychology		1	amazon.com	[2009-10-13]			540396				
51934137	Beyond the Limits of Thought	1	Priest, Graham				Oxford University Press, USA (2003), Edition: 2, Paperback, 336 pages	2003					Beyond the Limits of Thought by Graham Priest (2003)	Paperback	336 p.; 9.13 inches	1.06 pounds	9.13 inches	0.79 inches	6.14 inches	9.13 x 6.14 x 0.79 inches	336 								Your library, Philosophy	English	English	BC199 .L54	[0199244219]	0199244219, 9780199244218		160	Logic > Logic > Philosophy and Psychology		1	amazon.com	[2009-10-13]			1151429				
52016847	An Introduction to GÃ¶del's Theorems (Cambridge Introductions to Philosophy)	4	Smith, Peter				Cambridge University Press (2007), Edition: 1, Paperback, 376 pages	2007					An Introduction to GÃ¶del's Theorems (Cambridge Introductions to Philosophy) by Peter Smith (2007)	Paperback	376 p.; 9.61 inches	1.63 pounds	9.61 inches	0.71 inches	6.85 inches	9.61 x 6.85 x 0.71 inches	376 								Your library, Mathematics - Logic	English	English	QA9.65 .S65	[0521674530]	0521674530, 9780521674539		511.3	General Principles > Logic > Mathematics > Mathematics and Science		1	amazon.com	[2009-10-14]			3157597				
52303106	Deflating Existential Consequence: A Case for Nominalism	1	Azzouni, Jody				Oxford University Press, USA (2006), Paperback, 256 pages	2006					Deflating Existential Consequence: A Case for Nominalism by Jody Azzouni (2006)	Paperback	256 p.; 9 inches	0.8 pounds	9 inches	0.7 inches	6 inches	9 x 6 x 0.7 inches	256 								Your library, Philosophy, Kindle Books	English		QA9 .A94	[0195308670]	0195308670, 9780195308679		160	Logic > Logic > Philosophy and Psychology		1	amazon.com	[2009-10-22]			1325059				
52303113	Plural Predication	1	McKay, Thomas				Oxford University Press, USA (2006), Hardcover, 272 pages	2006					Plural Predication by Thomas McKay (2006)	Hardcover	272 p.; 8.5 inches	1.01 pounds	8.5 inches	0.94 inches	5.75 inches	8.5 x 5.75 x 0.94 inches	272 								Your library, Philosophy	English		B840 .M435	[0199278148]	0199278148, 9780199278145		160	Logic > Logic > Philosophy and Psychology		1	amazon.com	[2009-10-22]			5625665				
52303127	Truth and the Absence of Fact	1	Field, Hartry				Oxford University Press, USA (2001), Paperback, 424 pages	2001					Truth and the Absence of Fact by Hartry Field (2001)	Paperback	424 p.; 9.24 inches	1.46 pounds	9.24 inches	0.89 inches	6.26 inches	9.24 x 6.26 x 0.89 inches	424 								Your library, Philosophy, Kindle Books	English	English	BD171 F48	[0199242895]	0199242895, 9780199242894		121	Epistemology > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2009-10-22]			540562				
52337979	Realism, Mathematics, and Modality	1	Field, Hartry				Blackwell Pub (1991), Paperback, 304 pages	1991					Realism, Mathematics, and Modality by Hartry Field (1991)	Paperback	304 p.; 8.9 inches	1.05 pounds	8.9 inches	1.1 inches	5.8 inches	8.9 x 5.8 x 1.1 inches	304 								Your library, Philosophy	English	English	QA8.6 .F54	[0631180877]	0631180877, 9780631180876		510.1	General Mathematics > Mathematics > Mathematics and Science > Philosophy And Psychology		1	amazon.com	[2009-10-23]			599753				
52525861	Liars and Heaps: New Essays on Paradox	1	Beall, JC				Oxford University Press, USA (2004), Edition: illustrated edition, Paperback, 384 pages	2004					Liars and Heaps: New Essays on Paradox by JC Beall (2004)	Paperback	384 p.; 9.16 inches	1.17 pounds	9.16 inches	0.77 inches	6.44 inches	9.16 x 6.44 x 0.77 inches	384 								Your library, Philosophy	English	English	BC199 .P2	[0199264813]	0199264813, 9780199264810	Liar paradox|Paradox	165	Fallacies; Paradox > Logic > Philosophy and Psychology		1	amazon.com	[2009-10-28]			2490362				
52526031	New Essays on Tarski and Philosophy	1	Patterson, Douglas				Oxford University Press, USA (2008), Hardcover, 454 pages	2008					New Essays on Tarski and Philosophy by Douglas Patterson (2008)	Hardcover	454 p.; 6.06 inches	1.76 pounds	6.06 inches	2.44 inches	5.75 inches	6.06 x 5.75 x 2.44 inches	454 								Your library, Philosophy	English	English	QA8.4 .N49	[0199296308]	0199296308, 9780199296309		510.1	General Mathematics > Mathematics > Mathematics and Science > Philosophy And Psychology		1	amazon.com	[2009-10-28]			5697452				
52526047	Metaphysics: A Contemporary Introduction (Routledge Contemporary Introductions to Philosophy)	1	Loux, Michael				Routledge (2006), Edition: 3, Paperback, 328 pages	2006					Metaphysics: A Contemporary Introduction (Routledge Contemporary Introductions to Philosophy) by Michael Loux (2006)	Paperback	328 p.; 9.13 inches	1.1 pounds	9.13 inches	1.02 inches	6.14 inches	9.13 x 6.14 x 1.02 inches	328 								Your library, Philosophy, Kindle Books	English	English	BD131 .L83	[0415401348]	0415401348, 9780415401340	Metaphysics	110	Metaphysics > Metaphysics > Philosophy and Psychology		1	amazon.com	[2009-10-28]			186763				
52599279	A Treasure Trove of Scriptural Transmission	3	Longchenpa		Barron, Richard|Fairclough, Susanne	|	Junction City, Calif. : Padma Pub., 2001.	2001					A Treasure Trove of Scriptural Transmission by Longchenpa (2001)	Paper Book	xx, 512 p.; 24 cm	1.9 pounds	24 cm	2.05 inches	6.54 inches	24 x 6.54 x 2.05 cm	xx; 512 	00059853						Dzogchen	Your library, Religion - Buddhism, Hinduism	English	Tibetan	BQ7662.4.K5333K5613 2001	[1881847306]	1881847306, 9781881847304	Rdzogs-chen (RÃ±iá¹…-ma-pa) Early works to 1800|RÃ±iá¹…-ma-pa (Sect) Doctrines Early works to 1800	294.3/420423	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	Library of Congress	[2009-10-31]			5884433				
52599281	The Precious Treasury of the Basic Space of Phenomena	5	Longchenpa		Barron, Richard|Fairclough, Susanne	|	Junction City, Calif. : Padma Pub., 2001.	2001					The Precious Treasury of the Basic Space of Phenomena by Longchenpa (2001)	Paper Book	ix, 141 p.; 24 cm	0.9 pounds	24 cm	0.8 inches	6.1 inches	24 x 6.1 x 0.8 cm	ix; 141 	2001021330						Dzogchen	Your library, Religion - Buddhism, Hinduism	Tibetan, English	Tibetan	BQ7662.4.K53313 2001	[1881847322]	1881847322, 9781881847328	Rdzogs-chen (RÃ±iá¹…-ma-pa) Early works to 1800|RÃ±iá¹…-ma-pa (Sect) Doctrines Early works to 1800	294.3/420423	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	Library of Congress	[2009-10-31]			4469519				
52599294	The Precious Treasury of Pith Instructions	5	Longchenpa		Barron, Richard, 1952-		Junction City, CA : Padma Pub., 2006.	2006					The precious treasury of pith instructions 	Hardcover								2006023807						Dzogchen	Your library, Religion - Buddhism, Hinduism, Philosophy of Mathematics		Tibetan	BQ7662.4.K43413 2006	[188184742X]	188184742X, 9781881847427	Rdzogs-chen Early works to 1800	294.3/420423	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	Library of Congress	[2009-10-31]			12762222				
